sentiment,tweet
0,"is gettin so frustrated ..designing tattoos but am so blocked,cant get whats in my head onto paper! hasnt happened in ages  grrr xxx"
0,"im awake, starving  ,,, but i wont get out of bed,,, i'll continue sleeping,, can't wait to have a weird dream like usual..."
0,Could do with some messages to cheer me up  !!!!! @RobynLouise1993 @leahstakes @MissKeriBaby @jewlear @Celenko @sarahbeeny @Beverleyknight
0,@kellyadomsky  I can't type anything with a limited number of characters. And I could never keep up with writing a blog. Out of space.  
1,@stephaniepratt nice seats for the MTV awards! 
0,@Angelasgf They've effectively sacked Julia off my favourite show that she does.  I'm sure I'll get over it.
1,hey guys so i have a lot of friends...but...my brandest newest friend is the radtastic @_ALLiJ_ ....she is briliancy in a bottle 
0,@livelikeian I know I know.. I tried once and failed so I didn't do it again 
0,"@TheEllenShow Missed your show since the DTV Switch. Bought converter and everything, NBC is NOW GONE. "
0,"A part of my brace broke  Now I'll need to make a new appointment with orthodontist, but I can't unfill friday afternoon. Is there in Bxl?"
1,@MissXu that penclip is soooo cool! 
0,@Rotae deadpool at the end isn't Reynolds 
1,@otisatthestate and yes I watch sunrise every am! 
1,puh i'm stressed out and worried...but i'll think positive. 
1,@TheRealJordin The new song sounds amazing! Love it 
1,no doubt was pretty awesome i must say. headin back with @msbrakefield &amp; @kstoner. 
0,"@scoccaro Poor bag   At least you found him!  I've had a few lost bags, which turned up a day late, couriered to my home!"
0,Has a kitty that is not well 
0,@queenofsheba1 @FuchsiaStiletto I want a cat soooo badly but I live on a main road in The Smoke and The 'Ding so it would be cruel 
1,@jlaw44 yeah!! It's kind of awesome. You'll have to come next time 
1,Lining up to get tix to night at the museum 2. Dinner on show boat tonight and casino after if i play my cards right 
1,@BlatzLiquor It angers me that it's 6/1 and I have the heat on in my truck - Care to know how I feel about people tweeting and driving?  
0,going to work 
0,is working on my stupid paper 
0,@delwilliams I had several today.  Best was meeting with @hophopkins one last time before he leaves for Oklahoma.  
1,@CynthiaLane We've got those same two seasons in Toronto. 
1,@jmlimonaboat3 lmfao you love us 
0,@JillzWorth i rarely sleep.. cant help it   hehe
0,come on... drop by 2  109. yehia.org
1,"@Jonasbrothers yessss! i am gonna watch it, you boys are amazing! "
1,Daddy's got a hangover  http://bit.ly/14AO2W
0,@tssexychanel oooh looks like someone made you mad 
1,@MattFeelLoved yes plz 
0,"@marginatasnaily throat..too much drinkys,shouting &amp; laughn over wkend me thinks  xxx"
1,@DavidArchie I will always be inspired by your songs and achievements.Hoping someday I will be like you.-Pocholo Bismonte(Phil.) 
0,being below average sucks! 
0,@graebob i bough more beer  like way more...
0,@tallin32 We just finished SP2 for XP rollout within the last year or so. My company is *so* slow to adopt new software. 
0,"Looks like it's gonna downpour any second....of course it is, so I can trek in the rain on the commute home!  Soggy, I'm always soggy "
1,@djbk oh fyi... i have the hottest pix of u and me @ body english 
0,man my back hurts like a mother cracker and the hampsters wont be quiet 
0,...no @hatbroz tonite. 
0,Take me home please 
1,@geneboucher Thank goodness for best friends 
1,waiting for my best friend to come over.  i love you julia.&lt;3
1,@DawnRichard beautiful inside and out kids like you and que.. ILY guyz  wish i could have met you while you are here in houston...
0,"lame, didn't mean to hit delete.  "
1,@shenkhort Happy Birthday~! 
1,@kazman I did nothing wrong (today) 
1,"@gottaramble hahahaha the choc fountain, bj gave it to me, and she doesnt know ileft it in your house  just bring it ova! "
1,@yaOHya  Thanks for your support on my road to 1000 
0,"Has a busy day tomorrow, but can't get to sleep "
0,So like we don't really know how to tweet and like we followed a bunch of old people  Help!
0,hate work placement...my feet back and hands hurt  wanna be back at school...
1,@RachelSexton Pretty ones?   
1,"@lauredhel OMG, some of those shirts are v. funneh. I love smart assedness. "
0,@KittyKat410 arhhh need to talk to u!! Im gonna have to meet u after 3.30 now!!!  long fucking shitty story! @Tracy_1303 what time u goinx
0,Feels hella bad right now 
0,Watching Pushin Daisies.  Only 3episodes left. 
0,"is f to the reaking tired. I need a day off, please "
0,Still battling with my laptop...Looks like its winning 
1,looooong Saturday. Badu was lovely! Happy bday @djastonish and we're gonna do HH again @jackiemorales17 . Glad you liked! 
1,XMen Origins was awesome! Had a busy weekend and now ready for a BLESSED week! Enjoying the tweets especially when I giggle as I read 
0,Got to talk to my dad! But now i have to get prepared for tonight 
0,woh. saya memang aneh 
1,@cyfanfor Haha ! Just visiting house deity ! 
0,@filmnoirgirl yeah!! i was gutted that i couldnt meet the astronaut  lol xx
1,@chule shtoooooo? 
0,"deleted several hundred messages, i miss those good old days. "
0,@BrianLimond ta. we're not all racists 
1,I'm on my way back to OKC with my Joshua. 
0,"@carlfish yes! The one that said really meanie poo things about your UI, she's sooo bitchy sometimes! Miss you! Miss your girl more "
0,I was actually happy to see that leaders of both national were discussing one-one re eliminating terrorism. This editorial is a bummer 
1,"@BreeMcBree pinkberry is better, and tutti frutti is even better than that. "
0,i didn`t know that Jay-Z was called Hov or Hova.! but den aqain i could qive a darn about the biq lip fucker. sorry Jay-Z fans 
0,"the #liesgirlstell and #liesboystell threads show how women and men alike are screwed up and struggle to have real, honest relationships "
1,I'm soooo excited rite now! 
1,@Darth_Disco wtf is berocca ? feel slightly better not eaten for 24 hrs might regret the hair of the dog in the morning but what the hell 
1,@jodymal LOL thanks   Just trying to get things decent for the weekend.  we are going to be really busy - don't want an even bigger mess
1,"@marlenegalea Sounds like the whole computer system isn't happy, not just the website! You know you can always sing to fill the time "
1,@RichardPriday I wonder why!!!!! 
1,"@AudreyTrouble Right on, right on; have fun! "
1,@djyungsteff thanx 
0,ehh is wanting to be in california already ......... don't know when i'll get there.... 
0,"School is going to be absolutely horrible today. Peace out, '09 "
1,"@etherfast not interested any more, huh? "
0,"Back @ home AGAIN .. bathing kids, ironing clothes for hubby .. nephew's graduation tonight! I remember when he was 2! "
1,by this time tomorrow i will be a highschool graduate. 
0,Just passed by the BMW plant in SC 
1,@mush_mush_mush 45yrs 
0,still learning about things on Twitter. There's only Krista that responds to me 
1,@silverSpoon though not that actively .. so this should be handy enough for that 
0,Last Tuesday a bobcat killed a little bunny at work  its on the camera
1,"@nickselmegg as much as you do, promise me.. @Jonasbrothers always comes first aighttt?  I sense your OJD fading..."
1,Got an invitation to my cousin's wedding in October!  Looks like America is asleep again. Sweet dreams everyone! I'm off to have dinner.
1,@MarcScott LOL. me too..werd...:p...hubby's fave driver is Martin so I am happy for him and me!!! 
1,my son is making the chorus to &quot;so human&quot; ( &quot; ... ahi ahi ahi ... &quot; ) by lady sovereign ... sounds very funny and he is so in rhythm 
0,"Quite bored, waiting for my birthday in just over 2 hours. Although i should probs go to sleep cause i have a media exam tomorrow "
0,Wind's ripping in SF bay. 24 - 27. Observing on the web on a rainy night in Boston.. 
1,"@nUrSeJoNaS You know, that's a good idea. I just may end up doing that now "
1,@Cernescu Thank you for the #followfriday. 
0,"omg, they killed kenny  you bastards!"
0,@MPBNnews is there a way to listen to the audio of our mention on Sun night and Mon morning about the cleanup in RP?  All staff missed it 
0,wishing my sister would come home soon. its pretty lonely here without her 
0,"Weather for this weekend is set to be shite, so no biking with my Pop "
0,So the hopes of having the site up and running by the end of this month are being put on hold since i still have no job to afford hosting 
0,@ScruffyPanther I'm here. Still have me. 
1,@katiemendo awe look at you remembering my special little day  I am so ready!! Yet kind of emotional... Jesus has been so good to me.
0,@LizJonasHQ OMGGGGGGGGGGG I WANT TO BE THERE SO BAD  boooo
0,"@loscampesinos NOOOOOOOOOOO!! ALEKS!!!! AND NO READING SHOW! Los Camp, a little piece of me just died "
0,@Sianz What's wrong with us?? 
1,@aprilmcvey whyy dont you update somemore mom!  HAVE A BLESSED DAY!
0,@jasimmo not much to watch yet!!!! 
0,Its thundering and lightning not stoked  wahh I wanna be at home hiding in my bed
1,@xangelxlalax its on my mind too im excited 
0,@kate_bee a lace? is that some drug lingo? I'm soo disconnected.  Come visit Greg and me in Davis! Have margaritas on our porch!
1,@popisunga:  sometimes...kase minsan there are sequences in a manga that are not shown in anime...in some cases lang ah... 
0,@towen5 Haha normal night then? I'm to tired to party tonight 
1,@Queluver55 just wanted to say hi and that here is an extra follower 
1,They will both be in my prayers and Hope everything will turn out! 
1,@enterbelladonna  sorry I didnt see it was your birthday earlier...I hope you had an amazingly blessed day hun 
1,Yay finally starting to feel better!!!! 
0,@AverageJoe I'm so sorry to hear that. 
0,@BrooklynBJ23 thanks a lot u didn't even say hi to me 
0,@ddlovato IM LIKE HALF AN HOUR AWAY FROM YOU! 
0,"so after skating around, most of us were taking shots on the net. my slapshots just aren't clicking  drills started with circles,"
1,Safely in my casita  GN
1,@whit88ney i have it 
1,"@cinthyasahid: yea! I'm so xcited tp deg2an jg nggu pngumuman.  oh, itw dian harapan krwci. Gw d ckrg. Hahaha."
0,@choochayy F youuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu!!!!!! 
1,@Maljfry Thanks for your encouraging words.  Am having another look at that Treasury doc - keep thinking I must be missing something.
0,"What happened to the sun, it's all a little cloudy now. "
1,Took a two hour nap. Now eating dinner at 9:45 
0,@MsMinnieKiss yes...i have 
0,"My plans are crushed, I will never get a new apartment "
0,boreeed :/ i hate my new hair. they were so long and now they are short :/ 
1,"@kjofficial Oh dear! That's my husband glued to the tele all afternoon then! Give him a wave, won't you? "
0,"Wah, local anaesthetic is wearing off - here comes the pain "
0,Our poor pup lady isn't doing so well 
0,"@dubdotdash I don't have aircon  Lovely office, lovely view, very very chilly."
0,Doesn't think there are many things sexier than someone that can make music with their hands. (ie. guitar&amp;piano). I only have mi voice. 
0,Just got back from the cabin...left a few days early because of an approaching forest fire 
0,@JoeJonas1Fan1 aw it was  missed it!!
0,"@megan1073 &quot;suspended for suspicious activity&quot; it's sad, i don't know where i'll get my free britney spears sex tapes now "
1,"@meredi Oh no! And it was such a yummy salad, too! Dinner instead? "
0,"im not ready if i have to leave my classmates.i mean,we will not be in one class again in 11th grade "
0,i've just watched a video of the ZuneHD. looks like a really nice bit of kit. will probably never come out in the uk though like the Zune 
1,"(sigh)...mkay, let's get focused again...* lol time to write!! "
0,@Shouting_Girl oh no! Naughty Joomla 
1,"@Shontelle_Layne Yes, @steph_davies, @tooonico and I wants you here in Manila. Please say goodeveing to us. "
0,"I'l say it once, i'll say it again: i'll be glad to have a job just so I can go back to my normal grooming routine. I miss waxing. "
